Age Rating,Label,Rating,Number of Descriptions,Descriptions
age 7+,"Sex, Romance & Nudity",1,42,"Theo has an innocent crush on a classmate named Isla.; Typical teen behavior, such as conversations about liking boys.; Crushes are explored.; There are references to players being ""good looking,"" but nothing sexual.; Angus' butt is shown briefly for comedic effect.; Very rarely suggestions to sexual content, as when a conversation hints at inapp; Romance is infrequent, but some characters express affection and attraction, lik; Mild flirtations that will go over the heads of younger viewers.; Calabrass uses some (curious, mild) innuendo: ""Don't stand there with your mouth; Alex has a girlfriend, but the relationship is innocent. Occasionally they hold; Some mild flirtation, a few kisses.; Teen girls wear short, tight clothing that shows off their lanky frames. Some sw; Teens flirt with each other. In some cases, girls come across as desperate for b; Teen girls get swoony when cute guys are around, and there's some flirting by bo; An oversized female character's most noticeable features are her disproportionat; There's some chemistry between Peter and Mary Jane (and at least one shared kiss; Some of the characters tease about romantic relationships. The girls in particul; Nya, Kai's younger sister, has a crush on Jay, the blue ""lightning"" ninja. The t; Some mild teen flirting, a couple of kisses, and girls often compete for boys&rs; Some flirting between teens, but nothing physical.; Sheen has a crush on a local girl, but mild flirting is as far as it goes.; Budding relationships between Daphne and Fred and Shaggy and Velma make for some; One female character wears a strapless dress that shows off her cleavage.; Nothing sexy, but a young girl is infatuated with a male friend, whom she thinks; Some female characters have voluptuous curves and large breasts, wear short skir; At least one reference to a kiss on the cheek. One character has an obvious crus; No sex or nudity, though Peter does have a major crush on one of his classmates.; Chowder is hounded by a young girl who claims to be his girlfriend and tries to; There is some attraction and tension between Rai and Sena. Characters talk about; Female game characters wear skimpy, tight outfits that accentuate their breasts; Mild flirtations, coaching by friends on how to flirt (mostly stammering and blu; Some very subtle innuendo (mostly in the form of verbal references); Some risque comments and innuendo from the grandmother, Suga Mama.; Thundergirl's strapless leotard accentuates her cleavage, and the Flesh is a nak; Rare, but not undeard of. For example, one segment features a silhouette of a na; A developing crush between Bravestarr and J.B. leads to some flirting and a coup; Female characters are shapely and well endowed, and their figures are accentuate; Very mild mentions of romance and marriage may occasionally occur; She-Ra's cost; No sexual content, but the lone female character's breasts are accentuated b; Healthcliff is portrayed as a ladies' man. Female cats tend to be portrayed as ""; Many of the characters wear tight clothing that accentuates their curves and bre; Mild insinuation as characters make advances on love interests. Some kissing, bu"
age 7+,"Sex, Romance & Nudity",2,9,"There are references to love and romance, and characters are seen kissing. In on; Nothing overtly sexual, but dolls and young girls are accessorized in glittery g; Donald calls Daisy ""Toots"" and gets hearts in his eyes when he talks to her. Her; Alvin fancies himself a ladies' man and often flirts with his classmates and cru; References to romance are on a grade school level, like when a male character fa; Female fans sometimes lavish attention on players, leading to lipstick marks on; For an 8-year-old boy, Cedric thinks a lot about girls and flaunts crushes on bo; Characters refer to ""copping a feel."" Female characters' suits tend to be skimpy; Many women have exaggeratedly large breasts and small waists. A woman is shown i"
age 7+,"Sex, Romance & Nudity",3,4,"The girls out-Barbie Barbie and the guys all look like body builders.; It's all about innuendo -- Johnny's mission is to get the babes, but why; Male characters ogle curvy females, and the ladies use their assets to distract; Romantic relationships are explored, and there's some contact between partne"
age 7+,Language,0,218,"Phrases like, ""shut up"" or ""stupid"" are used very occasionally.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Occasionally ""geez.""; Rarely ""butt,"" ""dumb,"" and ""jerk.""; One instance of name-calling using ""slime balls.""; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Rarely ""dumb.""; Rarely ""stupid.""; No description found; Rarely name-calling like ""idiot.""; No description found; Occasional name-calling like ""lame-o"" and ""jerk.""; No description found; No description found; No description found; No description found; No description found; ""Butt"" and ""stupid.""; No description found; No description found; No description found; No description found; Occasional insults like ""jerk"" and ""baby lips.""; No description found; No description found; No cursing, but frequent use of ""butt"" and ""stupid.""; No description found; No description found; No description found; No description found; No description found; No description found; Name-calling like ""fool"" (rarely).; No description found; No cursing, but some name-calling like ""brat"" and ""idiot.""; No description found; No description found; No description found; No description found; No description found; No description found; Rarely, name-calling such as ""creep.""; Mild name-calling such as ""twerp.""; No description found; No description found; No description found; Some name-calling such as ""stupid.""; No cursing, but ""stupid,"" ""jerk,"" and ""butt.""; No description found; Name-calling such as ""dumb"" and ""bimbus.""; No description found; No description found; Rarely name-calling such as ""loser"" and ""pukebutt."" Lots of gross-out humor (far; Occasionally name-calling such as ""idiot,"" ""buffoon,"" and &q; Some name-calling such as ""dimwits."" Also ""butt.""; Name-calling such as ""slime"" and ""scum.""; No description found; Rarely ""butt."" Some mild gross-out humor (Max has to lick Gawk's d; No description found; No description found; No description found; No description found; No description found; Lord Boxman is sometimes referred to as Lord Buttman.; No description found; ""Jerk.""; No description found; No description found; No description found; Rarely, ""dumb.""; No description found; No description found; No description found; Name-calling such as ""jerk,"" ""scum,"" and ""poopy pants."" Some potty humor, includ; No description found; No description found; No description found; No description found; Many uses of ""butt.""; No description found; One character's favorite exclamation is, ""Oh, bubblenuggets."" Also many referenc; No description found; No description found; Some trash talk like ""you fool.""; No description found; No description found; No description found; No description found; No cursing, but some crude talk like references to ""smells coming out of your bu; No description found; ""Butt,"" plus some name-calling such as ""jerk"" and ""wort; No description found; Bad guys often call the kid heroes ""brats.""; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Some name-calling, like “dweeb.”; No description found; No description found; No description found; No description found; No swearing, but rare use of words like ""stupid.""; No description found; One of Quest's favorite words seems to be ""hate.""; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; ""Dang"" is infrequent.; Just many versions of gross, body-oriented terminology.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Jokes and threats go hand in hand.; No description found; Some of the potty humor pushes the limits of good taste.; No description found; No description found; No description found; No description found; No description found; Daffy (as Duck Dodgers) can be rude, but no swearing.; No description found; The turtles sound like idiots, but at least they don't curse.; No actual swearing, but words like ""idiot"" dominate the dialogue.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No cursing, but occasional name-calling like â€œgeek.â€; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Kids sometimes utter a made-up expletive.; No description found; No description found; No description found; Lots of dry humor -- nothing inappropriate, but over the head of some kids.; Characters don't always speak kindly to each other, but there's no swearing.; No description found; No description found; No description found; No cursing, but occasional name-calling like ""jerkface.""; No description found; No description found; No description found; Some stereotypes and name-calling.; No description found; No description found; Rare name-calling like ""dipswitch.""; Rarely some name-calling such as ""buffoon.""; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Rarely ""stupid.""; No description found; No description found; No description found; ""Stupid."""
age 7+,Language,1,54,"""Dang it.""; Contains some toilet humor.; Name calling like ""bantha-brain.""; Name-calling like ""imbecile,"" ""loser,"" ""stupid,"" and ""nerd.""; ""Butt,"" as well as insults like ""dumb"" and ""loser.""; A character in one episode says something ""sucks"" -- that's about it.; No cursing, but characters do say things like ""Dang it."" Jokes can veer toward t; Name-calling like ""freak"" and phrases like ""shut up"" are audible.; Name-calling like ""dingbats"" and ""doofus.""; Name-calling like ""freak,"" ""weirdo,"" ""idiots,"" and ""stupid."" Also ""shut your mou; Name-calling like ""jerk"" and ""butt sandwich."" Also gateway language like ""kick b; Mild teasing between antagonists and main characters.; ""Frickin',"" ""stupid,"" and ""dang it.""; ""Butt-kicking,"" plus name-calling like ""jerk face"" and &quot; Negative language includes ""damnable,"" ""butt,"" ""dumb,"" ""stupid,"" ""weirdo,"" ""frea; Lots of name-calling, including ""idiot,"" ""fool,"" and ""d; Name-calling such as ""jerk,"" ""idiot,"" ""freak,"" and ""ding-dong,"" plus many uses o; Name-calling such as ""brat,"" ""jerk,"" ""stupid,"" &qu; Name-calling such as ""brat,"" ""moron,"" ""loser,"" ""creep,"" and ""turd.""; ""Shut up,"" ""butt,"" and ""buttload.""; Name-calling like ""stupid,"" ""loser,"" ""whackjob,"" a; Some name-calling: ""loser,"" ""jerks.""; Name-calling like ""pea brain"" and ""loser."" Also, a main character's name is ""But; Some name-calling, especially targeted at Pacster, who's called ""butter; Occasionally ""stupid.""; No cursing, but plenty of slang, name-calling, and other phrases parents might n; No cursing, but there's marginal language like ""butt"" and ""shut up,"" and teens o; Bad guys may rarely insult the Aquabats or each other: i.e. ""You loser!&quo; ""Butt"" and ""OMG,"" but no cursing.; The show's more negative/meaner characters engage in frequent insults and sh; No cursing, but multiple uses of ""butt,"" as in ""kick some butt.""; ""Shut up"" and name-calling like ""punk.""; No cursing, but some name-calling, like ""idiot"" and ""stupid.""; Name-calling like ""dork"" and ""stupid"" is common.; Intermittent use of marginal language like ""butt.""; No bad words, but plenty of references to bodily functions.; No cursing, but some characters occasionally use ""butt"" -- as in a young girl's; No cursing, but words like ""stupid"" are used infrequently.; No cursing, but occasional use of ""dumb,"" ""butt,"" and the like.; Occasional name calling including ""faker"" and ""pipsqueek.""; Characters tease each other with names like ""dumb"" or ""stupid,"" and talk about ""; Some potty language.; Derogatory terms like ""stupid,"" and trash talk like ""You're going down.""; No cursing, but name-calling such as ""nimrod,"" ""moron,"" ""idiot,"" and ""stinky pit; No cursing, but kids say things like ""I hate you,"" ""freakin',; No cursing, but some phrases such as ""this blows"" and ""butt.&quot; No cursing, but there’s a lot of name-calling (“brat,” “jerk,” “creep,” and the; No cursing, but there's some mild name-calling like ""sniveling worm&quo; No cursing, but a ton of insults, often quite rude, as when villain King Koopa c; Rarely phrases like ""Shut your snout.""; The bad guys on the show occasionally call each other names: ""You bumbling boob!; No cursing , but occasional name-calling like ""idiot.""; No cursing, but some use of words like ""stupid.""; Mild name-calling."
age 7+,Language,2,10,"Insult language like ""nincompoop.""; The ghost characters are a bit rough around the edges and use insults like ""jerk; Words like ""darn"" and ""crud"" are frequently used. There’s also some bathroom hum; There's a lot of insult language including ""boiled brain buffoon,"" ""idiot,"" ""sle; No cursing, but some rude language. ""Fart attack,"" says Clovis, blanketing Golde; Occasionally ""hell.""; No cursing, but insults are common: ""snot-nose,"" ""pig,"" ""pipsqueak,"" ""you big oa; No swearing, but Cedric uses a lot of combative language toward his friends and; Potty terms/humor and under-the-radar sexual references.; Words like ""stupid"" and ""idiot"" regularly pop up in dialogue."
age 7+,Language,3,4,"Occasional use of words like ""butt"" and verbal threats by villains.; Lots of words for rear end, including ""bum,"" ""butt,"" ""rumpus,"" and much discussi; Words such as ""bimbo"" and ""stupid"" are used casually.; Characters name-call with words like ""stupid"" and ""dumb."""
age 7+,Products & Purchases,0,179,"No description found; There's lots of merchandise available in the SpongeBob universe.; No description found; No description found; No description found; UNICEF is prominently featured on uniforms.; People eat chips and candy bars a lot.; No description found; No description found; No description found; No description found; This series is a remake of the classic Looney Tunes cartoons, which have inspire; No description found; This episode is part of the Carmen Sandiego series.; No description found; No description found; No description found; The movie is part of the series Spirit Riding Free.; No description found; No description found; No description found; This special is part of the long-running TV series.; No description found; Inspired by the game villain of the same name and a previous TV series called Wh; No description found; No description found; No description found; The series is inspired by characters from Harvey Comics books.; No description found; The series is inspired by the Spy Kids movie franchise.; No description found; This animated series is inspired by the live-action show Henry Danger.; No description found; This series is inspired by the Stretch Armstrong action figure.; No description found; No description found; There is a comic book series based on the show.; This series is the latest in a long list to be inspired by Marvel comics and cha; No description found; No description found; No description found; The show follows the 2002 movie Spirit: Stallion of the Cimarron, but the conten; No description found; No description found; This series is based on a book of the same name by Astrid Lindgren.; No description found; No description found; No description found; No description found; No description found; The show features characters from classic fairy tales such as Snow White, Cinder; No description found; This series is another incarnation of a classic character in Zorro, who's be; No description found; No description found; The show is inspired by a series of graphic novels.; The show is based on a book by Deborah and James Howe.; No description found; There are OK K.O.! video games, apps, etc.; No description found; No description found; The show is inspired by books of the same name.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; The show is a new incarnation of characters previously featured in Teen Titans,; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; The show is one of many inspired by the characters of the Archie comic books.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Plenty of Speed Racer merchandise out there thanks to this series and the big-sc; Characters occasionally mention services like ""bmail"" (a play on email/Google's; No description found; Playstation game, CD feature music from series.; No description found; No description found; No description found; No description found; No description found; The series is based on a popular video game, so young fans of the show may take; No description found; Tweens may be inspired to read the multitudes of books in the Grossology series.; No description found; No description found; No description found; The series is an off-shoot of a popular Web site.; No description found; No description found; Boy watches TV and plays video games on occasion.; No description found; No description found; The show is inspired by a comic series.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Angelica is still selfish and materialistic, but the show doesn't depict her as; No description found; No description found; Gadgets are very important to the characters on this show.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Essentially an ad for the NASCAR circuit, but it doesn't really push products, p; No description found; No description found; The characters own a lot of sports equipment.; No description found; No description found; No description found; No description found; No description found; Two of the segments -- ""Angela Anaconda"" and ""Action League Now!"" -- yielded sta; No description found; This series is inspired by a live-action movie and the book it's based on.; You can certainly buy plenty of Hulk products.; No description found; No description found; Lots of Looney Tunes merchandise available to purchase.; No description found; No description found; No description found; No description found; No description found; No description found; No marketing, but fans may want to check out the original Looney Tunes series af; No description found; No description found; No description found; No description found; This '80s series inspired a line of action figures and other merchandise bac; Vintage Voltron merchandise isn't readily available in stores today, but it was; No description found; No description found; No description found; No description found; No description found; No description found"
age 7+,Products & Purchases,3,23,"The whole franchise is based on/tied to Lego characters/playsets.; This series is an effective commercial for the Lego brand and the Jurassic World; Series joins the extensive Star Wars media and merchandise franchise.; The series is a commercial for the Ninjago line of Lego.; The series is based on a video game, and helps market the Pokémon franchise.; The series is tied to a line of action figures and inspired by recognizable DC C; The series is a giant promotional vehicle for the Ninjago line of Lego.; Spider-Man is a heavily marketed character/brand, thanks to the multiple TV show; The show began as brief webisodes associated with its originating site,www.mart; There are apps, toys, and books available for sale that all feed into Pokémon ma; The show is associated with a line of merchandise for kids, including toys, game; The series is based on a line of action figures, which in turn is based on the p; The Pokémon franchise extends to toys, video games, etc.; The show promotes a card based battle system similar to those in the Yu-Gi-Oh! s; Popular Pokémon characters, etc. that are part of merchandising franchise.; The show is designed to promote a multimedia trading card game (and shows charac; Pokemon is a product, there's no getting around it.; The show is clearly a vehicle to sell a vast array of products, from toys to vid; Feels like one long, continous commercial for the Nintendo video game from which; Many Iron Man tie-in products are available.; The show doesn't promote any specific brands other than the X-Men themselves --; The series is based on Marvel's popular Spider-Man comic book series. The franch; Looney Tunes is a longstanding and multifaceted marketing conglomerate, all insp"
age 7+,Products & Purchases,2,25,"The series promotes Mattel's Monster High toy franchise.; There's a full line of assorted Care Bears merchandise (toys, clothing, etc.) th; It promotes the Star Wars franchise and Lego brand toys.; This series joins a franchise of movies, TV shows, and much merchandise bearing; Cyberverse is latest in numerous titles in the Transformers universe, which also; Series is marketing tool for Lego Ninjago toy line.; Series expands on formerly fringe characters in the Marvel universe and introduc; Donald inherits a cabana in the ritzy part of town that has huge houses. A baron; The series is inspired by the popular mobile game Fruit Ninja and shows the char; The series is cross-marketed with a popular line of toys.; The show is an effective advertisement for Lego toys and products.; It's a long commercial for Lego Ninjago toys.; The series is tied to toys and other products from Lego.; The series is linked to a line of toys and other merchandise.; The show is based on a series of books, and a merchandise line will follow.; The show is inspired by a live-action series called H2O: Just Add Water.; As with most Disney programming, there are buyable tie-ins.; The series is linked to the Madagascar franchise and its merchandise.; The series is inspired by a series of video games featuring the same characters.; The series is inspired by a full-length movie and linked to video games, a websi; Nothing blatant within the show, but kids might take an interest in the show&#39; The show is tied to a series of games that fans can play online.; The series is based on a series of graphic novels and comes with the requisite l; Plenty of tie-in merchandise available.; During its heyday in the '80s, the show inspired a marketing line of toys, v"
age 7+,Products & Purchases,1,44,"Though YouTube isn't specifically mentioned, there are several reference to the; Part of a larger franchise with lots of merch available.; Lots of merch exists for the Star Wars universe.; Lots of merch attached to this brand.; References to Snow White and other Descendants installments.; The Johnny Test franchise includes books and apps based on the series.; The series is an early installment of the Star Wars franchise, the characters of; The show is inspired by the characters and storyline of 101 Dalmatians and occas; Mr. Magoo is a long-running franchise.; Features original music performed by Daniel Barenboim. The original (nondubbed); Some episodes revolve around money and what it can buy in a realistic way, like; References are made to episodes of the original series, and other Hanna-Barbera; A wide array of merchandise featuring various characters from this show (and oth; This series is tied to the expansive Marvel entertainment and product franchise; Series is a spin-off of the other Total Drama productions, recasts many of the c; No implicit or explicit advertising. Few instances of characters wanting product; This series follows the full-length origin film of the same name.; The Glitter Force Doki Doki brand includes a merchandise line.; The show precedes the popular Hotel Transylvania movies in its story.; References to other Puss in Boots videos, the Shrek franchise, and other Dreamwo; The show stars the characters central to the YouTube Minecraft channel TheAtlant; These shorts introduce a backstory for two characters in the Guardians of the Ga; The series is inspired by a movie that gives the characters' backstories.; The show centers on Bugs Bunny of Looney Tunes fame and casts other familiar fac; The show puts fresh faces on classic characters who appear in previous series an; The show joins an extensive franchise of other series, movies, and multiple vide; The show is inspired by a classic video game and associated with a line of toys.; No products appear in the show, but it's built around a real-life band that; The show is the third series (previous ones include a live-action and an animate; The show is tied to an online game that puts players behind the controls of the; The series is tied to a long-lived line of other TV series, movies, toys, games,; Plenty of RollBots merchandise is available.; Based on the 2001 video game.; He-Man and his costars were familiar faces on products during the show's ori; The show introduces Mary-Kate and Ashley Olsen to kids who otherwise might not h; During its original run from 2001-2003, the show was accompanied by a line of to; Originally the series was inspired by a merchandise line by Fisher Price and Mat; The show is based on a computer game and has inspired board games and other prod; The series is based on characters from a video game, so in its heyday in the ear; During its original run in the early '90s, the show inspired a marketing lin; During its original run in the late ‘80s, the show inspired a line of acti; During its heyday two decades ago, the show was tied to an extensive merchandisi; During its heyday two decades ago, the show was tied to an extensive merchandisi; Star Wars is and was heavily merchandised, with figures of everything we see in"
age 7+,Products & Purchases,5,7,"The entire series of shorts is essentially just one big commercial for the Marve; Show serves as commercial for Lego products. Ads for other series and apps run d; There are nonstop pop-ups as well ads that are built right into videos: plugs fo; Every aspect of the series is designed to make kids want action figures and othe; The series is highly promoted and acts as a 30-minute commercial for the plentif; The series provides a back story to the LEGO Ninjago toy line and serves as an e; The show's affiliation with the NFL is evident throughout, in NFL and individual"
age 7+,Products & Purchases,4,9,"It’s a promotional vehicle for the L.O.L. Surprise! franchise. L.O.L. dolls, acc; Both Lego and Star Wars have strong marketing tie-ins.; Both Lego and the DC Comics characters have strong marketing tie-ins.; The show is little more than a means to promote Barbie merchandise, from the man; The show is accompanied by a product line of toy replicas of the Scan2Go cars an; There are lots of Spidey products out there.; This is, in effect, a commercial for the related Xbox 360 game.; Beyblade toys have been popular since the show's start, and kids who watch will; The show is based on a video game series that kids may want to play after watchi"
age 7+,"Drinking, Drugs & Smoking",0,277,No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Adult characters are shown with glasses of wine at a romantic dinner.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; A scene has Puss drinking milk at a bar.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; The main character occasionally uses an asthma inhaler for medicinal purposes.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found
age 7+,"Drinking, Drugs & Smoking",1,5,"In one scene, Bugs Bunny and Mrs. Gruesome Gorilla clink wine glasses as if to t; Characters drink candy out of beer mugs.; Some characters smoke, which reflects the show's origin in the 1950s.; Rarely men smoke pipes. It's said that some characters (including women) par; In some stories, characters take pills, smoke, and drink what's assumed to be al"
age 7+,"Drinking, Drugs & Smoking",2,2,"Rare, but not unheard of. One episode features a chain-smoking waitress, and the; A regular character’s smoking habit causes angst among his friends, who as"
age 7+,"Drinking, Drugs & Smoking",3,3,"Depends on the cartoon -- older toons may have some smoking.; Characters occasionally smoke cigarettes.; Exploding cigars, cigarettes smoked in front of the firing squad, etc."
age 7+,Positive Messages,3,86,"Imagination can lead to your greatest adventures. Trying something new can be sc; Perseverance. Themes of loss. To some, change is scary; to others, it's a new op; It highlights the value of being different from others, friendship, and working; Trying new things is important and can lead to great innovation. Working togethe; Themes include friendship, perseverance, working hard to reach one's goals, team; Positive themes around kindness, treating everyone fairly, and dealing with emot; Science, invention, and experimentation are themes. Family is also central to th; Angus is protective of his ""little nimbus."" The Post team works together, learni; Highlights the importance of the extended family, making good choices, listening; Outside of the main ""heroes versus villains"" theme, the show also has some focus; A mixed bag. To do what's right in helping her friends, Carmen is forced to do w; It’s important to work together to find solutions when faced with problems. Frie; Annie and Pony's relationship reminds kids that it's possible to be friends with; Kids see examples of selflessness, courage, and perseverance in the characters'; Mistakes are opportunities for growth. Importance of friendship and communicatio; There's a clear emphasis on teamwork, determination, and courage among the membe; This story's heroes and heroines are average people dedicated to the cause of fr; Teamwork, loyalty, self-sacrifice are themes. Loss of a loved one and ensuring s; With Ghost-Spider presumed a murderer, the line between good and evil is blurry; Fantastical show has fun with preposterous scenarios that have no relevance to t; A mixed bag. On one hand, kids see a friendship that withstands time and influen; The Greens are quirky and misplaced in their urban surroundings, but a solid fam; Teamwork, loyalty, patience, and coping with loss are themes.; There's always time to help others in need. Give people a chance. Friends are mo; A mixed bag. Although Carmen and Juni rarely agree on leadership style or strate; Kids see Hiro forge his own path even as he follows in the footsteps of his belo; Peter Parker's is a true underdog story, and he never disavows his practical nat; Glitter Force is a force for good, and the girls use positive characteristics to; Empowerment can come from physical achievements. Teamwork and mentorship are als; A teen's efforts to prove her responsibility are central to the show (althou; Kids see Lucky embrace a big change in her life, despite her initial fears about; Teamwork, loyalty, patience, and honoring cultural traditions are all themes.; The series encourages viewers to celebrate their differences and draw on their i; A mixed bag. On one hand, the show's themes about inclusiveness and respecting d; Ronja is the center of a tight-knit family and extended community of loved ones,; Kids see Hanazuki's increasing awareness of her emotions and how they affect; Kids see Spyro learn lessons in humility and teamwork the hard way, so before th; For the most part, good and evil are clearly defined, but a major character's du; Max and Gawk are the yin to each other's yang. Although Max tends to be more; Themes include loyalty, teamwork, friendship, hard work, and gender equality and; It's easy to discern good and evil, and the Toa are motivated by the desire to p; The importance of working hard to reach your goals, being willing to learn, and; The series promotes friendship and positive behavior through characters who are; Courage and teamwork are important themes. Kids see teen heroes balance the dema; Teamwork, loyalty, patience, sacrifice, and other lessons taught.; The show appeals to a tween audience, so there is a bit of backstabbing when it; Some stories promote social messages about friendship, teamwork, integrity, and; Kids see the human (or, in this case, animal) side of war in a way that's ho; The series centers on an unlikely pair of best friends whose differences complem; Ultimate Spider-Man's main theme is teamwork, reflected in Spider-Man's evolutio; The characters' lives are hardly realistic, but the show promotes positive socia; The teammates must learn to work as a team and learn to appreciate each individu; Sabrina often misuses magic in an effort to help herself or other people, but ev; In each story a character or group of characters must right a wrong they've comm; Science and engineering can help solve any problem if you work at it.; In each story, Shelldon and his friends learn important lessons like respect for; It offers important lessons about being honest, not giving up, teamwork, giving; Teamwork and gratitude are big themes here, as the friends realize how much work; Viewers will see the characters work together to defeat evil and through this pr; The topics are pretty vile (the show's name says it all), but tweens will le; Friendship and camaraderie help a boy feel included and excited about adventures; Female heroes hold their own among the men, both with their abilities and with t; The show's messages are to be true to yourself, not to conform, and that bei; Teen characters are positive role models; they accept great responsibility and w; Diverse characters and cultural subject material.; Artha seeks to bring peace to a war-ridden city.; Has a smart, strong female role model; encourages kids to use their brains to so; Characters' motivation is always the ""common good."" While the show isn't centere; Every episode carries the message that friends and a happy life are more importa; Characters discuss the importance of conservation and limiting consumption, some; Alex is a smart kid trying to do his best to discover the world. Positive messag; Lloyd is a relatable character who faces a lot of the issues real adolescents de; Kids see that it's not always the biggest or strongest competitor who wins the g; Ginger's mom is a single parent who works hard but always puts her kids first. T; An environmental message, albeit slim, is present. Character interaction, even w; Teaches viewers that while magic is a great asset, a big heart is far more power; Main characters are white--they actively seek and embrace different cultures...a; The show centers on a group of kids who get by pretty well with minimal input fr; Kids see that both in Peter and Judy's real life and in their experiences in; Themes include integrity and courage.; Character flaws are addressed and dealt with; negative results of mistakes are c; The series encourages kids’ curiosity about diverse places, cultures, and histor; This cartoon makes a real effort to lace its content with positive messages abou; The show’s themes include honesty, courage, and responsibility, and the Th; The show usually features a ""supervillain of the week"" story. Still, it shows th; The series has very simple perspectives on good and evil, and the bad guys (or b"
